Region;Year;Professional groups;Age Group;Total ;Women;Men;Gender Pay Gap;;;;;;;;
Lake Geneva;2018;Managing directors, board members, senior administrative staff and legislative bodies;30 - 49;10 254;9 737;10 530; 793;;;;;;;;
Lake Geneva;2018;Managers in the commercial sector;30 - 49;9 917;9 092;10 976;1 884;;;;;;;;
Lake Geneva;2018;Managers in production and specialized services;30 - 49;9 167;8 713;9 426; 713;;;;;;;;
Lake Geneva;2018;Managers in hotels, restaurants, retail and other services services;30 - 49;6 500;6 500;7 472; 972;;;;;;;;
Lake Geneva;2018;Intellectual and scientific professions;30 - 49;8 541;8 245;8 856; 611;;;;;;;;
Lake Geneva;2018;Scientists, mathematicians and engineers;30 - 49;8 353;7 543;8 667;1 124;;;;;;;;
Lake Geneva;2018;Specialists in health professions;30 - 49;8 441;8 111;9 222;1 111;;;;;;;;
Lake Geneva;2018;Teachers;30 - 49;8 825;8 590;9 269; 679;;;;;;;;
Lake Geneva;2018;Business economists and similar specialists;30 - 49;8 118;7 991;8 265; 274;;;;;;;;
Lake Geneva;2018;Specialists in information and communication technology;30 - 49;9 000;8 614;9 050; 436;;;;;;;;
Lake Geneva;2018;Lawyers, social scientists and cultural professions;30 - 49;8 307;8 125;8 564; 439;;;;;;;;
Lake Geneva;2018;Technicians and equivalent non-technical professions;30 - 49;7 258;7 082;7 453; 371;;;;;;;;
Lake Geneva;2018;Engineering and comparable specialists;30 - 49;7 171;6 920;7 219; 299;;;;;;;;
Lake Geneva;2018;Assistant professions in the healthcare sector;30 - 49;7 376;7 333;7 511; 178;;;;;;;;
Lake Geneva;2018;Business management and commercial specialists and administrative specialists;30 - 49;7 605;7 083;8 567;1 484;;;;;;;;
Lake Geneva;2018;Legal, social, cultural and related professionals;30 - 49;6 508;6 766;6 318;- 448;;;;;;;;
Lake Geneva;2018;Information and communication technicians;30 - 49;6 503;5 564;7 067;1 503;;;;;;;;
Lake Geneva;2018;Office workers and related professions;30 - 49;6 025;6 133;5 608;- 525;;;;;;;;
Lake Geneva;2018;General office and secretarial staff;30 - 49;6 434;6 323;6 758; 435;;;;;;;;
Lake Geneva;2018;Office staff with customer contact;30 - 49;5 159;5 251;4 984;- 267;;;;;;;;
Lake Geneva;2018;Office staff in finance and accounting, statistics and materials management;30 - 49;5 198;6 005;4 925;-1 080;;;;;;;;
Lake Geneva;2018;Other office workers and related occupations;30 - 49;6 427;6 720;5 680;-1 040;;;;;;;;
Lake Geneva;2018;Service professions and salespersons;30 - 49;4 970;4 793;5 137; 344;;;;;;;;
Lake Geneva;2018;Occupations in the field of personal services;30 - 49;4 500;4 321;4 691; 370;;;;;;;;
Lake Geneva;2018;Sales staff;30 - 49;4 776;4 472;5 372; 900;;;;;;;;
Lake Geneva;2018;Caring professions;30 - 49;5 567;5 535;5 716; 181;;;;;;;;
Lake Geneva;2018;Protection and security workers;30 - 49;5 495;5 393;5 517; 124;;;;;;;;
Lake Geneva;2018;Skilled workers in agriculture, forestry and fishing;30 - 49;5 410;5 635;5 384;- 251;;;;;;;;
Lake Geneva;2018;Skilled workers in agriculture;30 - 49;5 368;5 635;5 359;- 276;;;;;;;;
Lake Geneva;2018;Craft and related trades;30 - 49;5 793;5 108;5 806; 698;;;;;;;;
Lake Geneva;2018;Construction and finishing workers and related occupations, excl. Electricians;30 - 49;5 790;4 929;5 803; 874;;;;;;;;
Lake Geneva;2018;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;30 - 49;5 970;4 857;5 991;1 134;;;;;;;;
Lake Geneva;2018;Precision craftsmen and women, printers and artisans;30 - 49;6 039;5 656;6 262; 606;;;;;;;;
Lake Geneva;2018;Electricians and electronics technicians;30 - 49;5 875;*;5 875;#WERT!;;;;;;;;
Lake Geneva;2018;Food processing, clothing production and related skilled trades;30 - 49;5 469;4 771;5 601; 830;;;;;;;;
Lake Geneva;2018;Operating plant and machinery and assembly occupations;30 - 49;5 595;4 819;5 677; 858;;;;;;;;
Lake Geneva;2018;Operating stationary plant and machinery;30 - 49;5 714;4 543;6 027;1 484;;;;;;;;
Lake Geneva;2018;Assembly occupations;30 - 49;6 074;4 983;6 107;1 124;;;;;;;;
Lake Geneva;2018;Driving vehicles and operating mobile equipment;30 - 49;5 491;5 220;5 503; 283;;;;;;;;
Lake Geneva;2018;Auxiliary workers;30 - 49;4 881;4 181;5 305;1 124;;;;;;;;
Lake Geneva;2018;Cleaning staff and unskilled workers;30 - 49;4 071;4 000;4 408; 408;;;;;;;;
Lake Geneva;2018;Auxiliary workers in mining, construction, production of goods and transportation;30 - 49;5 514;4 424;5 736;1 312;;;;;;;;
Lake Geneva;2018;Total ;>= 50;7 603;7 168;7 938; 770;;;;;;;;
Lake Geneva;2018;Executives;>= 50;11 547;9 777;12 183;2 406;;;;;;;;
Lake Geneva;2018;Managing directors, board members, senior administrative staff and legislative bodies;>= 50;12 781;10 318;13 320;3 002;;;;;;;;
Lake Geneva;2018;Managers in the commercial sector;>= 50;11 583;9 443;12 670;3 227;;;;;;;;
Lake Geneva;2018;Managers in production and specialized services;>= 50;10 547;9 854;10 753; 899;;;;;;;;
Lake Geneva;2018;Managers in hotels, restaurants, retail and other services services;>= 50;6 588;5 682;7 032;1 350;;;;;;;;
Lake Geneva;2018;Intellectual and scientific professions;>= 50;10 308;9 538;10 955;1 417;;;;;;;;
Lake Geneva;2018;Scientists, mathematicians and engineers;>= 50;10 623;10 146;10 690; 544;;;;;;;;
Lake Geneva;2018;Specialists in health professions;>= 50;10 739;9 731;16 385;6 654;;;;;;;;
Lake Geneva;2018;Teachers;>= 50;10 647;9 853;11 957;2 104;;;;;;;;
Lake Geneva;2018;Business economists and similar specialists;>= 50;8 805;8 707;8 886; 179;;;;;;;;
Lake Geneva;2018;Specialists in information and communication technology;>= 50;11 032;8 839;11 299;2 460;;;;;;;;
Lake Geneva;2018;Lawyers, social scientists and cultural professions;>= 50;9 412;9 233;9 745; 512;;;;;;;;
Lake Geneva;2018;Technicians and equivalent non-technical professions;>= 50;8 078;7 850;8 313; 463;;;;;;;;
Lake Geneva;2018;Engineering and comparable specialists;>= 50;7 995;7 786;8 023; 237;;;;;;;;
Lake Geneva;2018;Assistant professions in the healthcare sector;>= 50;8 384;8 230;8 850; 620;;;;;;;;
Lake Geneva;2018;Business management and commercial specialists and administrative specialists;>= 50;8 110;7 636;8 769;1 133;;;;;;;;
Lake Geneva;2018;Legal, social, cultural and related professionals;>= 50;7 805;7 745;7 878; 133;;;;;;;;
Lake Geneva;2018;Information and communication technicians;>= 50;7 215;5 886;7 848;1 962;;;;;;;;
Lake Geneva;2018;Office workers and related professions;>= 50;6 853;6 865;6 793;- 72;;;;;;;;
Lake Geneva;2018;General office and secretarial staff;>= 50;7 042;6 919;8 304;1 385;;;;;;;;
Lake Geneva;2018;Office staff with customer contact;>= 50;6 132;6 078;6 405; 327;;;;;;;;
Lake Geneva;2018;Office staff in finance and accounting, statistics and materials management;>= 50;5 960;6 618;5 675;- 943;;;;;;;;
Lake Geneva;2018;Other office workers and related occupations;>= 50;6 703;7 428;4 950;-2 478;;;;;;;;
Lake Geneva;2018;Service professions and salespersons;>= 50;5 310;5 141;5 697; 556;;;;;;;;
Lake Geneva;2018;Occupations in the field of personal services;>= 50;4 961;4 823;5 314; 491;;;;;;;;
Lake Geneva;2018;Sales staff;>= 50;4 829;4 463;6 106;1 643;;;;;;;;
Lake Geneva;2018;Caring professions;>= 50;5 965;5 907;6 487; 580;;;;;;;;
Lake Geneva;2018;Protection and security workers;>= 50;5 625;5 519;5 697; 178;;;;;;;;
Lake Geneva;2018;Skilled workers in agriculture, forestry and fishing;>= 50;6 118;*;5 977;#WERT!;;;;;;;;
Lake Geneva;2018;Skilled workers in agriculture;>= 50;5 965;*;5 856;#WERT!;;;;;;;;
Lake Geneva;2018;Craft and related trades;>= 50;6 204;5 513;6 296; 783;;;;;;;;
Lake Geneva;2018;Construction and finishing workers and related occupations, excl. Electricians;>= 50;5 996;5 521;6 038; 517;;;;;;;;
Lake Geneva;2018;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;>= 50;6 604;5 138;6 633;1 495;;;;;;;;
Lake Geneva;2018;Precision craftsmen and women, printers and artisans;>= 50;6 579;6 225;6 812; 587;;;;;;;;
Lake Geneva;2018;Electricians and electronics technicians;>= 50;6 615;*;6 615;#WERT!;;;;;;;;
Lake Geneva;2018;Food processing, clothing production and related skilled trades;>= 50;5 893;4 800;6 088;1 288;;;;;;;;
Lake Geneva;2018;Operating plant and machinery and assembly occupations;>= 50;5 950;5 190;6 020; 830;;;;;;;;
Lake Geneva;2018;Operating stationary plant and machinery;>= 50;6 059;4 939;6 419;1 480;;;;;;;;
Lake Geneva;2018;Assembly occupations;>= 50;5 872;5 828;5 909; 81;;;;;;;;
Lake Geneva;2018;Driving vehicles and operating mobile equipment;>= 50;5 925;5 377;5 950; 573;;;;;;;;
Lake Geneva;2018;Auxiliary workers;>= 50;5 346;4 561;5 900;1 339;;;;;;;;
Lake Geneva;2018;Cleaning staff and unskilled workers;>= 50;4 456;4 425;4 814; 389;;;;;;;;
Lake Geneva;2018;Auxiliary workers in mining, construction, production of goods and transportation;>= 50;6 025;4 343;6 308;1 965;;;;;;;;
Lake Geneva;2016;Total ;total ;6 591  ;6 329  ;6 770  ; 441;;;;;;;;
Lake Geneva;2016;Executives;total ;9 740  ;8 253  ;10 577  ;2 324;;;;;;;;
Lake Geneva;2016;Managing directors, board members, senior administrative staff and legislative bodies;total ;11 675  ;10 023  ;12 095  ;2 072;;;;;;;;
Lake Geneva;2016;Managers in the commercial sector;total ;8 966  ;7 540  ;10 831  ;3 291;;;;;;;;
Lake Geneva;2016;Managers in production and specialized services;total ;9 223  ;8 749  ;9 364  ; 615;;;;;;;;
Lake Geneva;2016;Managers in hotels, restaurants, retail and other services services;total ;6 340  ;5 445 ;6 781  ;#WERT!;;;;;;;;
Lake Geneva;2016;Intellectual and scientific professions;total ;8 637  ;8 310  ;8 967  ; 657;;;;;;;;
Lake Geneva;2016;Scientists, mathematicians and engineers;total ;7 769  ;6 893  ;8 076  ;1 183;;;;;;;;
Lake Geneva;2016;Specialists in health professions;total ;8 918  ;8 397  ;10 292  ;1 895;;;;;;;;
Lake Geneva;2016;Teachers;total ;9 026  ;8 753  ;9 842  ;1 089;;;;;;;;
Lake Geneva;2016;Business economists and similar specialists;total ;7 677  ;7 414  ;7 843  ; 429;;;;;;;;
Lake Geneva;2016;Specialists in information and communication technology;total ;8 889  ;8 802  ;8 926  ; 124;;;;;;;;
Lake Geneva;2016;Lawyers, social scientists and cultural professions;total ;8 143  ;8 019  ;8 414  ; 395;;;;;;;;
Lake Geneva;2016;Technicians and equivalent non-technical professions;total ;7 018  ;6 768  ;7 308  ; 540;;;;;;;;
Lake Geneva;2016;Engineering and comparable specialists;total ;6 941  ;6 312  ;7 060  ; 748;;;;;;;;
Lake Geneva;2016;Assistant professions in the healthcare sector;total ;7 080  ;6 937  ;7 412  ; 475;;;;;;;;
Lake Geneva;2016;Business management and commercial specialists and administrative specialists;total ;7 113  ;6 790  ;8 000  ;1 210;;;;;;;;
Lake Geneva;2016;Legal, social, cultural and related professionals;total ;6 454  ;6 617  ;6 339  ;- 278;;;;;;;;
Lake Geneva;2016;Information and communication technicians;total ;6 616  ;6 259  ;7 020  ; 761;;;;;;;;
Lake Geneva;2016;Office workers and related professions;total ;6 003  ;6 026  ;5 923  ;- 103;;;;;;;;
Lake Geneva;2016;General office and secretarial staff;total ;6 243  ;6 150  ;6 917  ; 767;;;;;;;;
Lake Geneva;2016;Office staff with customer contact;total ;5 000  ;4 970  ;5 158  ; 188;;;;;;;;
Lake Geneva;2016;Office staff in finance and accounting, statistics and materials management;total ;5 373  ;6 000  ;5 164  ;- 836;;;;;;;;
Lake Geneva;2016;Other office workers and related occupations;total ;6 455  ;6 379  ;6 747  ; 368;;;;;;;;
Lake Geneva;2016;Service professions and salespersons;total ;4 797  ;4 565  ;5 003  ; 438;;;;;;;;
Lake Geneva;2016;Occupations in the field of personal services;total ;4 286  ;4 111  ;4 492  ; 381;;;;;;;;
Lake Geneva;2016;Sales staff;total ;4 446  ;4 255  ;4 958  ; 703;;;;;;;;
Lake Geneva;2016;Caring professions;total ;5 523  ;5 496  ;5 763  ; 267;;;;;;;;
Lake Geneva;2016;Protection and security workers;total ;5 493 ;5 349  ;5 523 ;#WERT!;;;;;;;;
Lake Geneva;2016;Skilled workers in agriculture, forestry and fishing;total ;5 474  ;5 415 ;5 509  ;#WERT!;;;;;;;;
Lake Geneva;2016;Skilled workers in agriculture;total ;5 474  ;5 415 ;5 494  ;#WERT!;;;;;;;;
Lake Geneva;2016;Craft and related trades;total ;5 836  ;5 081  ;5 900  ; 819;;;;;;;;
Lake Geneva;2016;Construction and finishing workers and related occupations, excl. Electricians;total ;5 990  ;5 360  ;6 001  ; 641;;;;;;;;
Lake Geneva;2016;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;total ;5 790  ;5 008  ;5 840  ; 832;;;;;;;;
Lake Geneva;2016;Precision craftsmen and women, printers and artisans;total ;5 929  ;5 222  ;6 198  ; 976;;;;;;;;
Lake Geneva;2016;Electricians and electronics technicians;total ;5 949  ;*  ;5 949  ;#WERT!;;;;;;;;
Lake Geneva;2016;Food processing, clothing production and related skilled trades;total ;5 218  ;4 786  ;5 410  ; 624;;;;;;;;
Lake Geneva;2016;Operating plant and machinery and assembly occupations;total ;5 488  ;4 541  ;5 579  ;1 038;;;;;;;;
Lake Geneva;2016;Operating stationary plant and machinery;total ;5 777  ;3 936 ;6 106  ;#WERT!;;;;;;;;
Lake Geneva;2016;Assembly occupations;total ;5 199  ;4 591  ;5 364  ; 773;;;;;;;;
Lake Geneva;2016;Driving vehicles and operating mobile equipment;total ;5 479  ;5 171 ;5 488  ;#WERT!;;;;;;;;
Lake Geneva;2016;Auxiliary workers;total ;5 000  ;4 273  ;5 397  ;1 124;;;;;;;;
Lake Geneva;2016;Cleaning staff and unskilled workers;total ;4 180  ;4 121  ;4 381  ; 260;;;;;;;;
Lake Geneva;2016;Auxiliary workers in mining, construction, production of goods and transportation;total ;5 541  ;4 435  ;5 719  ;1 284;;;;;;;;
Lake Geneva;2016;Total ;<= 29;5 094  ;5 001  ;5 158  ; 157;;;;;;;;
Lake Geneva;2016;Executives;<= 29;5 911  ;5 437  ;6 499  ;1 062;;;;;;;;
Lake Geneva;2016;Managing directors, board members, senior administrative staff and legislative bodies;<= 29;6 499  ;*  ;*  ;#WERT!;;;;;;;;
Lake Geneva;2016;Managers in the commercial sector;<= 29;5 474  ;5 351  ;6 058  ; 707;;;;;;;;
Lake Geneva;2016;Managers in production and specialized services;<= 29;6 429  ;*  ;6 678  ;#WERT!;;;;;;;;
Lake Geneva;2016;Managers in hotels, restaurants, retail and other services services;<= 29;*  ;*  ;*  ;#WERT!;;;;;;;;
Lake Geneva;2016;Intellectual and scientific professions;<= 29;6 200  ;6 328  ;6 088  ;- 240;;;;;;;;
Lake Geneva;2016;Scientists, mathematicians and engineers;<= 29;6 066  ;5 927  ;6 157  ; 230;;;;;;;;
Lake Geneva;2016;Specialists in health professions;<= 29;6 564  ;6 516  ;6 886  ; 370;;;;;;;;
Lake Geneva;2016;Teachers;<= 29;6 426  ;6 478  ;5 957  ;- 521;;;;;;;;
Lake Geneva;2016;Business economists and similar specialists;<= 29;5 356  ;5 757  ;5 052  ;- 705;;;;;;;;
Lake Geneva;2016;Specialists in information and communication technology;<= 29;6 430  ;6 200  ;6 439  ; 239;;;;;;;;
Lake Geneva;2016;Lawyers, social scientists and cultural professions;<= 29;6 258  ;6 067  ;6 563  ; 496;;;;;;;;
Lake Geneva;2016;Technicians and equivalent non-technical professions;<= 29;5 521  ;5 414  ;5 714  ; 300;;;;;;;;
Lake Geneva;2016;Engineering and comparable specialists;<= 29;5 632  ;5 367  ;5 703  ; 336;;;;;;;;
Lake Geneva;2016;Assistant professions in the healthcare sector;<= 29;5 589  ;5 513  ;6 033  ; 520;;;;;;;;
Lake Geneva;2016;Business management and commercial specialists and administrative specialists;<= 29;5 458  ;5 372  ;5 715  ; 343;;;;;;;;
Lake Geneva;2016;Legal, social, cultural and related professionals;<= 29;5 241  ;5 371  ;5 082  ;- 289;;;;;;;;
Lake Geneva;2016;Information and communication technicians;<= 29;5 409  ;4 916  ;5 690  ; 774;;;;;;;;
Lake Geneva;2016;Office workers and related professions;<= 29;4 802  ;4 800  ;4 872  ; 72;;;;;;;;
Lake Geneva;2016;General office and secretarial staff;<= 29;4 912  ;4 866  ;5 226  ; 360;;;;;;;;
Lake Geneva;2016;Office staff with customer contact;<= 29;4 332  ;4 324  ;4 365  ; 41;;;;;;;;
Lake Geneva;2016;Office staff in finance and accounting, statistics and materials management;<= 29;4 331  ;4 646  ;4 237  ;- 409;;;;;;;;
Lake Geneva;2016;Other office workers and related occupations;<= 29;5 416  ;5 416  ;*  ;#WERT!;;;;;;;;
Lake Geneva;2016;Service professions and salespersons;<= 29;4 379  ;4 203  ;4 586  ; 383;;;;;;;;
Lake Geneva;2016;Occupations in the field of personal services;<= 29;3 983  ;3 876  ;4 097  ; 221;;;;;;;;
Lake Geneva;2016;Sales staff;<= 29;4 195  ;4 131  ;4 360  ; 229;;;;;;;;
Lake Geneva;2016;Caring professions;<= 29;4 728  ;4 703  ;4 873  ; 170;;;;;;;;
Lake Geneva;2016;Protection and security workers;<= 29;5 012  ;4 965  ;5 027  ; 62;;;;;;;;
Lake Geneva;2016;Skilled workers in agriculture, forestry and fishing;<= 29;5 042  ;*  ;5 042  ;#WERT!;;;;;;;;
Lake Geneva;2016;Skilled workers in agriculture;<= 29;4 986  ;*  ;5 042  ;#WERT!;;;;;;;;
Lake Geneva;2016;Craft and related trades;<= 29;5 153  ;4 400  ;5 202  ; 802;;;;;;;;
Lake Geneva;2016;Construction and finishing workers and related occupations, excl. Electricians;<= 29;5 460  ;*  ;5 477  ;#WERT!;;;;;;;;
Lake Geneva;2016;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;<= 29;4 905  ;*  ;4 910  ;#WERT!;;;;;;;;
Lake Geneva;2016;Precision craftsmen and women, printers and artisans;<= 29;4 817  ;4 801  ;4 832  ; 31;;;;;;;;
Lake Geneva;2016;Electricians and electronics technicians;<= 29;5 375  ;*  ;5 379  ;#WERT!;;;;;;;;
Lake Geneva;2016;Food processing, clothing production and related skilled trades;<= 29;4 531  ;4 127  ;4 691  ; 564;;;;;;;;
Lake Geneva;2016;Operating plant and machinery and assembly occupations;<= 29;4 813  ;4 242  ;4 848  ; 606;;;;;;;;
Lake Geneva;2016;Operating stationary plant and machinery;<= 29;5 176  ;*  ;5 316  ;#WERT!;;;;;;;;
Lake Geneva;2016;Assembly occupations;<= 29;4 783  ;*  ;4 820  ;#WERT!;;;;;;;;
Lake Geneva;2016;Driving vehicles and operating mobile equipment;<= 29;4 751  ;*  ;4 751  ;#WERT!;;;;;;;;
Lake Geneva;2016;Auxiliary workers;<= 29;4 540  ;3 981  ;4 690  ; 709;;;;;;;;
Lake Geneva;2016;Cleaning staff and unskilled workers;<= 29;3 970  ;3 840  ;*  ;#WERT!;;;;;;;;
Lake Geneva;2016;Auxiliary workers in mining, construction, production of goods and transportation;<= 29;4 795  ;4 252  ;4 921  ; 669;;;;;;;;
Lake Geneva;2016;Total ;30 - 49;6 826  ;6 659  ;6 953  ; 294;;;;;;;;
Lake Geneva;2016;Executives;30 - 49;9 400  ;8 387  ;9 940  ;1 553;;;;;;;;
Lake Geneva;2016;Managing directors, board members, senior administrative staff and legislative bodies;30 - 49;10 897  ;9 745  ;11 167  ;1 422;;;;;;;;
