Year,Region,Industry,Professional Position Category,Gross Pay Total,Gross Pay Women,Gross Pay Men,Gender Pay Gap
,,,,5064,4509,5447,938
,,,,4307,0,4152,4152
,,,,3801,0,3801,3801
,,,,6065,0,6434,6434
2014,Ticino,Financial and insurance services,Lowest management,7298,6860,7540,680
2014,Ticino,Professional services,Lowest management,5707,5045,6645,1600
,,,,5030,0,4860,4860
,,,,7154,6851,7809,958
,,,,5886,0,5978,5978
,,,,4730,4254,0,-4254
2014,Ticino,TOTAL,No management,5136,4814,5304,490
2014,Ticino,SECTOR 2 PRODUCTION,No management,4831,3519,5196,1677
,,,,5830,0,5834,5834
2014,Ticino,Manufacturing of Goods,No management,3987,3454,4531,1077
,,,,4626,0,4611,4611
,,,,5380,4594,5394,800
2014,Ticino,SECTOR 3 SERVICES ,No management,5320,5174,5427,253
2014,Ticino,Wholesale and retail trade,No management,4364,4150,4783,633
,,,,4518,3886,4808,922
2014,Ticino,Hotels and restaurants,No management,3786,3759,3817,58
2014,Ticino,Information and communication,No management,4875,4287,5040,753
2014,Ticino,Financial and insurance services,No management,6151,5952,6464,512
2014,Ticino,Professional services,No management,4821,4410,5258,848
2014,Ticino,Other business services,No management,4212,3442,4537,1095
2014,Ticino,Health and social work,No management,5832,5726,6211,485
,,,,4875,4421,5045,624
2014,Ticino,Other service activities,No management,4026,3628,4331,703
2012,Ticino,TOTAL,Total ,5388,4753,5693,940
2012,Ticino,SECTOR 2 PRODUCTION,Total ,5092,3371,5459,2088
,,,,5570,0,5571,5571
2012,Ticino,Manufacturing of Goods,Total ,4333,3264,4938,1674
,,,,4713,0,4662,4662
2012,Ticino,Construction ,Total ,5704,4643,5735,1092
2012,Ticino,SECTOR 3 SERVICES ,Total ,5602,5159,6045,886
2012,Ticino,Wholesale and retail trade,Total ,4769,4379,5077,698
2012,Ticino,Transportation and storage,Total ,5200,4567,5341,774
2012,Ticino,Hotels and restaurants,Total ,3945,3714,4144,430
2012,Ticino,Information and communication,Total ,6508,5208,7016,1808
2012,Ticino,Financial and insurance services,Total ,7594,6190,9150,2960
,,,,6015,5416,6750,1334
2012,Ticino,Other business services,Total ,4612,3746,4822,1076
2012,Ticino,Health and social work,Total ,6019,5705,6783,1078
2012,Ticino,Arts and recreation,Total ,5639,5208,5870,662
,,,,4078,3537,4890,1353
2012,Ticino,TOTAL,T/U/M Management,8329,6422,9020,2598
,,,,8027,6533,8313,1780
,,,,0,0,0,0
,,,,7686,6317,8011,1694
,,,,0,0,0,0
,,,,8282,0,8451,8451
2012,Ticino,SECTOR 3 SERVICES ,T/U/M Management,8445,6422,9524,3102
,,,,7724,6200,8481,2281
,,,,7358,0,7695,7695
,,,,4520,3852,4746,894
,,,,8666,0,8824,8824
2012,Ticino,Financial and insurance services,T/U/M Management,13174,10317,13743,3426
,,,,10083,7302,11250,3948
,,,,6131,4875,6389,1514
,,,,8871,7785,10758,2973
,,,,8065,0,9682,9682
,,,,5159,0,5562,5562
2012,Ticino,TOTAL,Lower management,6390,5867,6740,873
,,,,5915,5146,6142,996
,,,,0,0,0,0
2012,Ticino,Manufacturing of Goods,Lower management,6109,5500,6254,754
,,,,0,0,0,0
,,,,5729,0,5793,5793
2012,Ticino,SECTOR 3 SERVICES ,Lower management,6608,6010,7064,1054
2012,Ticino,Wholesale and retail trade,Lower management,5630,5359,5789,430
,,,,4583,0,4507,4507
,,,,4230,0,4278,4278
,,,,8159,0,8203,8203
,,,,8364,7588,8730,1142
,,,,6531,5983,6929,946
,,,,5230,0,0,0
,,,,6747,6601,7096,495
,,,,6074,0,0,0
,,,,6233,5977,0,-5977
2012,Ticino,TOTAL,Lowest management,5494,4979,5747,768
,,,,5160,3421,5612,2191
,,,,0,0,0,0
,,,,4597,3373,5250,1877
,,,,0,0,0,0
,,,,5852,0,5858,5858
2012,Ticino,SECTOR 3 SERVICES ,Lowest management,5714,5508,6000,492
2012,Ticino,Wholesale and retail trade,Lowest management,4874,4602,5040,438
,,,,5284,5096,5367,271
,,,,4286,4543,4284,-259
,,,,6628,0,6903,6903
2012,Ticino,Financial and insurance services,Lowest management,7047,6493,7258,765
,,,,6190,5960,6395,435
,,,,5098,0,5569,5569
,,,,6747,6311,7700,1389
,,,,5633,4984,5847,863
,,,,3793,3669,0,-3669
2012,Ticino,TOTAL,No management,4993,4487,5292,805
2012,Ticino,SECTOR 2 PRODUCTION,No management,4759,3227,5206,1979
,,,,5471,0,5471,5471
2012,Ticino,Manufacturing of Goods,No management,3921,3131,4483,1352
,,,,4333,0,4327,4327
2012,Ticino,Construction ,No management,5523,4495,5574,1079
2012,Ticino,SECTOR 3 SERVICES ,No management,5154,4932,5397,465
2012,Ticino,Wholesale and retail trade,No management,4392,4128,4594,466
2012,Ticino,Transportation and storage,No management,5004,4290,5110,820
2012,Ticino,Hotels and restaurants,No management,3788,3616,3921,305
,,,,6284,5098,6588,1490
2012,Ticino,Financial and insurance services,No management,5872,5697,6167,470
,,,,4875,4811,4910,99
,,,,4279,3381,4659,1278
2012,Ticino,Health and social work,No management,5687,5564,6164,600
,,,,5533,5095,5619,524
2012,Ticino,Other service activities,No management,3600,3305,4700,1395
2020,Central ,TOTAL,Total ,6585,6117,6880,763
2020,Central ,SECTOR 2 PRODUCTION,Total ,6443,5712,6553,841
,,,,6716,0,6716,6716
2020,Central ,Manufacturing of Goods,Total ,6463,5563,6691,1128
2020,Central ,Waste disposal,Total ,6606,6637,6602,-35
2020,Central ,Construction ,Total ,6357,6249,6359,110
2020,Central ,SECTOR 3 SERVICES ,Total ,6678,6189,7281,1092
2020,Central ,Wholesale and retail trade,Total ,6395,5545,7014,1469
2020,Central ,Transportation and storage,Total ,5362,4934,5436,502
2020,Central ,Hotels and restaurants,Total ,4492,4429,4642,213
2020,Central ,Information and communication,Total ,8873,7143,9348,2205
2020,Central ,Financial and insurance services,Total ,8523,7090,10248,3158
2020,Central ,Professional services,Total ,7913,6899,8594,1695
2020,Central ,Other business services,Total ,5805,5136,6114,978
2020,Central ,Health and social work,Total ,6167,5985,7015,1030
2020,Central ,Arts and recreation,Total ,5575,5389,5897,508
2020,Central ,Other service activities,Total ,6341,5630,7427,1797
2020,Central ,TOTAL,T/U/M Management,9976,8569,10450,1881
2020,Central ,SECTOR 2 PRODUCTION,T/U/M Management,9558,8105,9798,1693
,,,,0,0,0,0
2020,Central ,Manufacturing of Goods,T/U/M Management,9903,8564,10000,1436
,,,,10439,0,10689,10689
2020,Central ,Construction ,T/U/M Management,9108,7000,9206,2206
2020,Central ,SECTOR 3 SERVICES ,T/U/M Management,10222,8681,10931,2250
2020,Central ,Wholesale and retail trade,T/U/M Management,9570,7849,10179,2330
,,,,6923,0,6728,6728
2020,Central ,Hotels and restaurants,T/U/M Management,5673,5158,6169,1011
2020,Central ,Information and communication,T/U/M Management,12049,9885,12157,2272
2020,Central ,Financial and insurance services,T/U/M Management,14426,11815,15070,3255
2020,Central ,Professional services,T/U/M Management,11565,10125,11982,1857
2020,Central ,Other business services,T/U/M Management,7952,7135,9282,2147
2020,Central ,Health and social work,T/U/M Management,10315,9383,11310,1927
2020,Central ,Arts and recreation,T/U/M Management,7450,6740,8050,1310
2020,Central ,Other service activities,T/U/M Management,8515,6800,9302,2502
2020,Central ,TOTAL,Lower management,8132,7502,8448,946
2020,Central ,SECTOR 2 PRODUCTION,Lower management,7929,7887,7940,53
,,,,0,0,0,0
2020,Central ,Manufacturing of Goods,Lower management,8273,7577,8355,778
,,,,0,0,0,0
,,,,7504,0,7453,7453
2020,Central ,SECTOR 3 SERVICES ,Lower management,8218,7472,8864,1392
2020,Central ,Wholesale and retail trade,Lower management,8164,7170,8566,1396
,,,,6435,0,6524,6524
2020,Central ,Hotels and restaurants,Lower management,5306,5159,5369,210
2020,Central ,Information and communication,Lower management,10035,8664,10165,1501
2020,Central ,Financial and insurance services,Lower management,10701,9836,11110,1274
2020,Central ,Professional services,Lower management,8729,8053,9231,1178
2020,Central ,Other business services,Lower management,6867,6069,6938,869
2020,Central ,Health and social work,Lower management,7118,6957,7764,807
2020,Central ,Arts and recreation,Lower management,6771,6806,6667,-139
2020,Central ,Other service activities,Lower management,7329,7273,7352,79
2020,Central ,TOTAL,Lowest management,6932,6430,7250,820
2020,Central ,SECTOR 2 PRODUCTION,Lowest management,7117,6582,7191,609
,,,,0,0,0,0
2020,Central ,Manufacturing of Goods,Lowest management,7416,6601,7579,978
,,,,0,0,0,0
,,,,6708,0,6708,6708
2020,Central ,SECTOR 3 SERVICES ,Lowest management,6840,6402,7426,1024
2020,Central ,Wholesale and retail trade,Lowest management,6746,6261,7033,772
,,,,5264,0,5271,5271
2020,Central ,Hotels and restaurants,Lowest management,4933,4762,5143,381
,,,,8847,0,9301,9301
2020,Central ,Financial and insurance services,Lowest management,8750,7693,9679,1986
2020,Central ,Professional services,Lowest management,7822,7136,8176,1040
2020,Central ,Other business services,Lowest management,6190,5467,6320,853
2020,Central ,Health and social work,Lowest management,6525,6413,7232,819
2020,Central ,Arts and recreation,Lowest management,5571,5499,5906,407
2020,Central ,Other service activities,Lowest management,6425,5674,7238,1564
2020,Central ,TOTAL,No management,6083,5800,6230,430
2020,Central ,SECTOR 2 PRODUCTION,No management,6008,5370,6109,739
,,,,6499,0,6508,6508
2020,Central ,Manufacturing of Goods,No management,5980,5246,6190,944
2020,Central ,Waste disposal,No management,6247,6390,6204,-186
2020,Central ,Construction ,No management,5976,5912,5983,71
2020,Central ,SECTOR 3 SERVICES ,No management,6134,5887,6404,517
2020,Central ,Wholesale and retail trade,No management,5803,5146,6244,1098
2020,Central ,Transportation and storage,No management,5263,4776,5349,573
2020,Central ,Hotels and restaurants,No management,4326,4325,4328,3
2020,Central ,Information and communication,No management,7981,6817,8494,1677
2020,Central ,Financial and insurance services,No management,7270,6752,8505,1753
2020,Central ,Professional services,No management,6577,6257,6979,722
2020,Central ,Other business services,No management,5580,4977,5850,873
2020,Central ,Health and social work,No management,5838,5749,6348,599
2020,Central ,Arts and recreation,No management,5106,4961,5238,277
2020,Central ,Other service activities,No management,5867,5351,6577,1226
2018,Central ,TOTAL,Total ,6438,5905,6781,876
2018,Central ,SECTOR 2 PRODUCTION,Total ,6329,5497,6471,974
,,,,6141,0,6244,6244
2018,Central ,Manufacturing of Goods,Total ,6341,5384,6594,1210
2018,Central ,Waste disposal,Total ,6308,6234,6308,74
2018,Central ,Construction ,Total ,6237,6018,6254,236
2018,Central ,SECTOR 3 SERVICES ,Total ,6513,5984,7173,1189
2018,Central ,Wholesale and retail trade,Total ,6284,5523,6852,1329
2018,Central ,Transportation and storage,Total ,5442,5059,5489,430
2018,Central ,Hotels and restaurants,Total ,4485,4385,4643,258
2018,Central ,Information and communication,Total ,8386,6736,9048,2312
2018,Central ,Financial and insurance services,Total ,8346,6884,10249,3365
2018,Central ,Professional services,Total ,7684,6580,8628,2048
2018,Central ,Other business services,Total ,5572,5021,5826,805
2018,Central ,Health and social work,Total ,6090,5855,7079,1224
2018,Central ,Arts and recreation,Total ,5520,5186,6000,814
2018,Central ,Other service activities,Total ,6189,5455,7274,1819
2018,Central ,TOTAL,T/U/M Management,9666,8190,10123,1933
2018,Central ,SECTOR 2 PRODUCTION,T/U/M Management,8985,7758,9080,1322
,,,,0,0,0,0
2018,Central ,Manufacturing of Goods,T/U/M Management,9733,8878,9844,966
,,,,9953,0,9976,9976
,,,,8429,0,8489,8489
2018,Central ,SECTOR 3 SERVICES ,T/U/M Management,10070,8233,10833,2600
2018,Central ,Wholesale and retail trade,T/U/M Management,9556,8233,10105,1872
,,,,7781,0,7815,7815
2018,Central ,Hotels and restaurants,T/U/M Management,5873,5326,6288,962
2018,Central ,Information and communication,T/U/M Management,11624,8600,11893,3293
2018,Central ,Financial and insurance services,T/U/M Management,13927,11230,14611,3381
2018,Central ,Professional services,T/U/M Management,11325,9193,11824,2631
2018,Central ,Other business services,T/U/M Management,8628,8033,9412,1379
2018,Central ,Health and social work,T/U/M Management,9091,8008,11210,3202
2018,Central ,Arts and recreation,T/U/M Management,7500,6940,7936,996
2018,Central ,Other service activities,T/U/M Management,8667,7442,9652,2210
2018,Central ,TOTAL,Lower management,7904,7112,8290,1178
2018,Central ,SECTOR 2 PRODUCTION,Lower management,7687,6854,7855,1001
,,,,0,0,0,0
2018,Central ,Manufacturing of Goods,Lower management,7823,7080,8046,966
,,,,0,0,0,0
,,,,7481,0,7485,7485
2018,Central ,SECTOR 3 SERVICES ,Lower management,7990,7203,8690,1487
2018,Central ,Wholesale and retail trade,Lower management,8329,7633,8824,1191
,,,,6183,0,6183,6183
2018,Central ,Hotels and restaurants,Lower management,5057,4952,5180,228
,,,,9685,0,10165,10165
2018,Central ,Financial and insurance services,Lower management,10598,9166,11020,1854
2018,Central ,Professional services,Lower management,8617,8050,8976,926
2018,Central ,Other business services,Lower management,6392,6857,6168,-689
2018,Central ,Health and social work,Lower management,7055,6745,7671,926
2018,Central ,Arts and recreation,Lower management,6368,5840,6772,932
2018,Central ,Other service activities,Lower management,6937,6341,7689,1348
2018,Central ,TOTAL,Lowest management,6823,6203,7059,856
2018,Central ,SECTOR 2 PRODUCTION,Lowest management,6851,6265,6933,668
,,,,0,0,0,0
2018,Central ,Manufacturing of Goods,Lowest management,6628,6001,6766,765
,,,,0,0,0,0
,,,,6933,0,6933,6933
2018,Central ,SECTOR 3 SERVICES ,Lowest management,6797,6197,7346,1149
2018,Central ,Wholesale and retail trade,Lowest management,6500,5951,6745,794
,,,,5952,0,5952,5952
2018,Central ,Hotels and restaurants,Lowest management,4886,4775,5018,243
,,,,9293,0,9474,9474
2018,Central ,Financial and insurance services,Lowest management,8750,8044,9198,1154
2018,Central ,Professional services,Lowest management,8157,7766,8417,651
2018,Central ,Other business services,Lowest management,5893,5800,6154,354
2018,Central ,Health and social work,Lowest management,6443,6043,6987,944
,,,,5443,0,0,0
,,,,6577,5368,0,-5368
2018,Central ,TOTAL,No management,5933,5652,6112,460
2018,Central ,SECTOR 2 PRODUCTION,No management,5916,5332,6040,708
,,,,5932,0,5932,5932
2018,Central ,Manufacturing of Goods,No management,5975,5239,6190,951
2018,Central ,Waste disposal,No management,5708,5841,5657,-184
2018,Central ,Construction ,No management,5822,5762,5830,68
2018,Central ,SECTOR 3 SERVICES ,No management,5949,5733,6200,467
2018,Central ,Wholesale and retail trade,No management,5617,5159,5949,790
2018,Central ,Transportation and storage,No management,5248,4959,5304,345
2018,Central ,Hotels and restaurants,No management,4298,4281,4332,51
2018,Central ,Information and communication,No management,7564,6609,8008,1399
2018,Central ,Financial and insurance services,No management,7110,6546,8577,2031
2018,Central ,Professional services,No management,6342,6056,6735,679
2018,Central ,Other business services,No management,5378,4678,5647,969
2018,Central ,Health and social work,No management,5809,5670,6471,801
2018,Central ,Arts and recreation,No management,5027,4824,5294,470
2018,Central ,Other service activities,No management,5567,5167,6432,1265
2016,Central ,TOTAL,Total ,6451,5890,6791,901
2016,Central ,SECTOR 2 PRODUCTION,Total ,6302,5416,6440,1024
,,,,6166,0,6190,6190
2016,Central ,Manufacturing of Goods,Total ,6369,5299,6658,1359
,,,,5910,5433,6054,621
2016,Central ,Construction ,Total ,6174,5880,6196,316
2016,Central ,SECTOR 3 SERVICES ,Total ,6599,6000,7235,1235
2016,Central ,Wholesale and retail trade,Total ,6024,5240,6617,1377
2016,Central ,Transportation and storage,Total ,5903,5602,5924,322
2016,Central ,Hotels and restaurants,Total ,4391,4237,4664,427
2016,Central ,Information and communication,Total ,8284,6698,9000,2302
2016,Central ,Financial and insurance services,Total ,7993,6648,10033,3385
2016,Central ,Professional services,Total ,7668,6708,8750,2042
2016,Central ,Other business services,Total ,5686,5182,5872,690
2016,Central ,Health and social work,Total ,6175,5962,7160,1198
2016,Central ,Arts and recreation,Total ,5776,5158,6333,1175
2016,Central ,Other service activities,Total ,5895,5382,7337,1955
2016,Central ,TOTAL,T/U/M Management,9786,8496,10210,1714
2016,Central ,SECTOR 2 PRODUCTION,T/U/M Management,9134,7912,9345,1433
,,,,0,0,0,0
2016,Central ,Manufacturing of Goods,T/U/M Management,9404,7998,9476,1478
,,,,9787,0,9889,9889
,,,,8612,0,8780,8780
2016,Central ,SECTOR 3 SERVICES ,T/U/M Management,10175,8592,11037,2445
,,,,9461,8461,9628,1167
,,,,8413,0,8576,8576
2016,Central ,Hotels and restaurants,T/U/M Management,6156,5561,6583,1022
2016,Central ,Information and communication,T/U/M Management,11468,8904,11681,2777
2016,Central ,Financial and insurance services,T/U/M Management,14072,10793,14538,3745
2016,Central ,Professional services,T/U/M Management,11128,9939,11864,1925
,,,,8407,7430,9150,1720
2016,Central ,Health and social work,T/U/M Management,9189,8611,10315,1704
,,,,8562,7628,9045,1417
2016,Central ,Other service activities,T/U/M Management,8873,7880,9302,1422
2016,Central ,TOTAL,Lower management,7808,7096,8175,1079
2016,Central ,SECTOR 2 PRODUCTION,Lower management,7560,6758,7612,854
,,,,0,0,0,0
2016,Central ,Manufacturing of Goods,Lower management,7887,7123,8002,879
,,,,0,0,0,0
,,,,7060,0,7123,7123
2016,Central ,SECTOR 3 SERVICES ,Lower management,7967,7117,8565,1448
2016,Central ,Wholesale and retail trade,Lower management,7596,7174,8068,894
,,,,7305,0,7305,7305
,,,,4950,4716,5010,294
,,,,8755,7043,9379,2336
2016,Central ,Financial and insurance services,Lower management,10211,8914,10834,1920
,,,,8499,7581,8970,1389
,,,,7372,6553,8105,1552
2016,Central ,Health and social work,Lower management,7193,6916,7775,859
,,,,6898,0,0,0
,,,,6706,5736,7877,2141
2016,Central ,TOTAL,Lowest management,6571,5987,6782,795
2016,Central ,SECTOR 2 PRODUCTION,Lowest management,6624,5553,6660,1107
,,,,0,0,0,0
2016,Central ,Manufacturing of Goods,Lowest management,6602,5299,6768,1469
,,,,0,0,0,0
,,,,6580,0,6574,6574
2016,Central ,SECTOR 3 SERVICES ,Lowest management,6498,6067,7004,937
2016,Central ,Wholesale and retail trade,Lowest management,6273,5926,6782,856
,,,,5963,0,0,0
,,,,4538,4415,0,-4415
,,,,8450,0,8637,8637
2016,Central ,Financial and insurance services,Lowest management,8273,7765,8768,1003
,,,,7448,7010,8304,1294
,,,,5472,0,5930,5930
2016,Central ,Health and social work,Lowest management,6272,6067,6623,556
,,,,0,0,0,0
,,,,5505,5054,0,-5054
2016,Central ,TOTAL,No management,5952,5602,6142,540
2016,Central ,SECTOR 2 PRODUCTION,No management,5908,5221,6016,795
,,,,5776,0,5818,5818
2016,Central ,Manufacturing of Goods,No management,5955,5164,6190,1026
,,,,5301,5005,5340,335
2016,Central ,Construction ,No management,5805,5724,5811,87
2016,Central ,SECTOR 3 SERVICES ,No management,5996,5709,6312,603
2016,Central ,Wholesale and retail trade,No management,5443,4861,5928,1067
2016,Central ,Transportation and storage,No management,5707,5304,5730,426
2016,Central ,Hotels and restaurants,No management,4160,4133,4228,95
2016,Central ,Information and communication,No management,7443,6390,7877,1487
2016,Central ,Financial and insurance services,No management,6904,6345,8313,1968
2016,Central ,Professional services,No management,6345,6037,6706,669
2016,Central ,Other business services,No management,5489,4930,5706,776
2016,Central ,Health and social work,No management,5879,5733,6574,841
2016,Central ,Arts and recreation,No management,5155,4814,5727,913
2016,Central ,Other service activities,No management,5331,5037,6210,1173
2014,Central ,TOTAL,Total ,6352,5812,6663,851
2014,Central ,SECTOR 2 PRODUCTION,Total ,6296,5514,6425,911
,,,,6295,0,6311,6311
2014,Central ,Manufacturing of Goods,Total ,6392,5366,6652,1286
,,,,6687,6118,6778,660
2014,Central ,Construction ,Total ,6118,5840,6136,296
2014,Central ,SECTOR 3 SERVICES ,Total ,6392,5878,6953,1075
2014,Central ,Wholesale and retail trade,Total ,5990,5230,6500,1270
2014,Central ,Transportation and storage,Total ,5440,5206,5465,259
2014,Central ,Hotels and restaurants,Total ,4372,4310,4591,281
2014,Central ,Information and communication,Total ,7867,6350,8396,2046
2014,Central ,Financial and insurance services,Total ,7755,6544,9524,2980
2014,Central ,Professional services,Total ,7539,6619,8254,1635
2014,Central ,Other business services,Total ,5680,5102,5821,719
2014,Central ,Health and social work,Total ,6136,5884,7222,1338
2014,Central ,Arts and recreation,Total ,5708,5316,5956,640
2014,Central ,Other service activities,Total ,6171,5134,7334,2200
2014,Central ,TOTAL,T/U/M Management,9618,8106,10000,1894
2014,Central ,SECTOR 2 PRODUCTION,T/U/M Management,9169,8085,9331,1246
,,,,0,0,0,0
,,,,10070,8302,10266,1964
,,,,9663,0,0,0
,,,,7936,0,8066,8066
2014,Central ,SECTOR 3 SERVICES ,T/U/M Management,9810,8121,10421,2300
,,,,8539,7737,9072,1335
,,,,7926,0,8550,8550
,,,,6052,5175,6222,1047
,,,,11030,8158,11251,3093
,,,,12683,10470,13492,3022
2014,Central ,Professional services,T/U/M Management,11216,9815,11522,1707
,,,,7890,7714,8050,336
2014,Central ,Health and social work,T/U/M Management,8740,8048,10060,2012
,,,,8214,0,8460,8460
,,,,8375,6057,9385,3328
2014,Central ,TOTAL,Lower management,7706,7082,7950,868
2014,Central ,SECTOR 2 PRODUCTION,Lower management,7596,7158,7658,500
,,,,0,0,0,0
2014,Central ,Manufacturing of Goods,Lower management,7826,7013,7960,947
,,,,0,0,0,0
,,,,6864,0,6864,6864
2014,Central ,SECTOR 3 SERVICES ,Lower management,7785,7054,8390,1336
,,,,7608,7165,7681,516
,,,,6894,0,7000,7000
,,,,5247,0,5313,5313
2014,Central ,Information and communication,Lower management,8977,7262,9516,2254
2014,Central ,Financial and insurance services,Lower management,10248,9069,10736,1667
2014,Central ,Professional services,Lower management,8369,7341,9071,1730
2014,Central ,Other business services,Lower management,6763,7051,6705,-346
2014,Central ,Health and social work,Lower management,7097,6850,7605,755
,,,,6870,6084,0,-6084
,,,,6204,5674,7575,1901
2014,Central ,TOTAL,Lowest management,6507,5961,6708,747
,,,,6708,6195,6735,540
,,,,0,0,0,0
2014,Central ,Manufacturing of Goods,Lowest management,6879,5902,7043,1141
,,,,0,0,0,0
,,,,6240,0,6281,6281
2014,Central ,SECTOR 3 SERVICES ,Lowest management,6322,5951,6664,713
,,,,5829,5387,6049,662
,,,,6402,0,6500,6500
,,,,4734,4383,0,-4383
,,,,8424,0,8941,8941
2014,Central ,Financial and insurance services,Lowest management,8452,7745,9044,1299
2014,Central ,Professional services,Lowest management,7048,6749,7341,592
,,,,5652,6190,5629,-561
2014,Central ,Health and social work,Lowest management,6449,6221,6861,640
,,,,0,0,0,0
,,,,6232,5550,0,-5550
2014,Central ,TOTAL,No management,5850,5498,6034,536
2014,Central ,SECTOR 2 PRODUCTION,No management,5838,5133,5952,819
,,,,6036,0,6082,6082
2014,Central ,Manufacturing of Goods,No management,5859,5059,6056,997
,,,,5951,0,5951,5951
2014,Central ,Construction ,No management,5772,5517,5792,275
2014,Central ,SECTOR 3 SERVICES ,No management,5859,5598,6127,529
2014,Central ,Wholesale and retail trade,No management,5397,4932,5948,1016
2014,Central ,Transportation and storage,No management,5293,5031,5309,278
2014,Central ,Hotels and restaurants,No management,4233,4181,4273,92
2014,Central ,Information and communication,No management,7000,6019,7298,1279
2014,Central ,Financial and insurance services,No management,6755,6217,8002,1785
2014,Central ,Professional services,No management,6346,6064,6527,463
2014,Central ,Other business services,No management,5504,4849,5655,806
2014,Central ,Health and social work,No management,5752,5621,6577,956
2014,Central ,Arts and recreation,No management,5055,4913,5154,241
2014,Central ,Other service activities,No management,5504,4816,6467,1651
2012,Central ,TOTAL,Total ,6313,5608,6722,1114
2012,Central ,SECTOR 2 PRODUCTION,Total ,6313,5438,6462,1024
,,,,6260,0,6260,6260
2012,Central ,Manufacturing of Goods,Total ,6525,5464,6762,1298
,,,,5870,4663,6672,2009
2012,Central ,Construction ,Total ,5980,5308,6014,706
2012,Central ,SECTOR 3 SERVICES ,Total ,6311,5646,7119,1473
2012,Central ,Wholesale and retail trade,Total ,5711,4800,6375,1575
,,,,5333,4863,5380,517
2012,Central ,Hotels and restaurants,Total ,4240,4100,4508,408
2012,Central ,Information and communication,Total ,8149,6660,8700,2040
2012,Central ,Financial and insurance services,Total ,7810,6511,9796,3285
2012,Central ,Professional services,Total ,7499,6491,8342,1851
,,,,4948,3443,5373,1930
2012,Central ,Health and social work,Total ,5913,5698,7139,1441
2012,Central ,Arts and recreation,Total ,5298,4848,5990,1142
,,,,5870,4666,7233,2567
2012,Central ,TOTAL,T/U/M Management,9500,7796,10000,2204
2012,Central ,SECTOR 2 PRODUCTION,T/U/M Management,9080,7800,9224,1424
,,,,0,0,0,0
2012,Central ,Manufacturing of Goods,T/U/M Management,9905,8700,9999,1299
,,,,10957,0,0,0
,,,,7902,0,8002,8002
2012,Central ,SECTOR 3 SERVICES ,T/U/M Management,9736,7795,10630,2835
2012,Central ,Wholesale and retail trade,T/U/M Management,8810,6152,9600,3448
,,,,7488,0,8095,8095
2012,Central ,Hotels and restaurants,T/U/M Management,5865,5056,6350,1294
,,,,11635,9292,11829,2537
2012,Central ,Financial and insurance services,T/U/M Management,12762,10190,13498,3308
,,,,11257,9287,12235,2948
,,,,6667,4823,6941,2118
2012,Central ,Health and social work,T/U/M Management,8673,7940,10357,2417
,,,,7383,0,7417,7417
,,,,7651,5569,8938,3369
2012,Central ,TOTAL,Lower management,7622,6638,8044,1406
2012,Central ,SECTOR 2 PRODUCTION,Lower management,7919,7291,7990,699
,,,,0,0,0,0
2012,Central ,Manufacturing of Goods,Lower management,8466,7687,8568,881
,,,,0,0,0,0
,,,,6780,0,6814,6814
2012,Central ,SECTOR 3 SERVICES ,Lower management,7428,6545,8089,1544
2012,Central ,Wholesale and retail trade,Lower management,6871,5984,7563,1579
,,,,6648,0,6533,6533
,,,,4870,4670,5067,397
,,,,8571,7419,8865,1446
,,,,10261,8962,10766,1804
2012,Central ,Professional services,Lower management,8000,6980,8334,1354
2012,Central ,Other business services,Lower management,5754,6216,5710,-506
2012,Central ,Health and social work,Lower management,6725,6461,7575,1114
,,,,6431,0,0,0
,,,,6281,6013,7237,1224
2012,Central ,TOTAL,Lowest management,6394,5690,6733,1043
2012,Central ,SECTOR 2 PRODUCTION,Lowest management,6691,6100,6803,703
,,,,0,0,0,0
2012,Central ,Manufacturing of Goods,Lowest management,6876,6104,7044,940
,,,,0,0,0,0
,,,,6250,0,6256,6256
2012,Central ,SECTOR 3 SERVICES ,Lowest management,6066,5545,6617,1072
,,,,5813,4980,6314,1334
,,,,5298,0,5373,5373
2012,Central ,Hotels and restaurants,Lowest management,4567,4430,4707,277
,,,,8430,5979,9423,3444
2012,Central ,Financial and insurance services,Lowest management,8454,7762,9240,1478
,,,,6320,6002,6686,684
,,,,4901,0,4948,4948
2012,Central ,Health and social work,Lowest management,6101,5763,7198,1435
,,,,0,0,0,0
,,,,5617,5363,0,-5363
2012,Central ,TOTAL,No management,5794,5357,6028,671
2012,Central ,SECTOR 2 PRODUCTION,No management,5811,5074,5930,856
,,,,6000,0,6016,6016
2012,Central ,Manufacturing of Goods,No management,5922,5085,6129,1044
,,,,5376,4249,6010,1761
2012,Central ,Construction ,No management,5644,5035,5674,639
2012,Central ,SECTOR 3 SERVICES ,No management,5778,5405,6190,785
2012,Central ,Wholesale and retail trade,No management,5200,4634,5683,1049
,,,,5225,4737,5264,527
2012,Central ,Hotels and restaurants,No management,4049,4010,4086,76
2012,Central ,Information and communication,No management,7395,6229,7854,1625
2012,Central ,Financial and insurance services,No management,6822,6263,8237,1974
2012,Central ,Professional services,No management,6129,5743,6500,757
,,,,4667,2612,5225,2613
2012,Central ,Health and social work,No management,5651,5497,6426,929
2012,Central ,Arts and recreation,No management,4896,4734,5330,596
2012,Central ,Other service activities,No management,5169,4375,6307,1932
2020,Zurich,TOTAL,Total ,7113,6435,7659,1224
